sex,age,age_cat,race,decile_score,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_charge_degree,is_recid,decile_score,score_text,two_year_recid
Female,27,25 - 45,Other,3,0,-1,2014-04-12 9:51,2014-04-15 2:39,F,1,3,Low,1
Male,50,Greater than 45,Caucasian,2,2,-1,2013-01-08 3:16,2013-01-17 5:32,F,1,2,Low,1
Male,25,25 - 45,African-American,9,5,-1,2013-04-13 10:35,2013-04-15 4:04,M,0,9,High,0
Female,48,Greater than 45,Caucasian,9,1,,,,F,0,9,High,0
Male,31,25 - 45,African-American,8,12,-1,2013-03-22 10:04,2013-05-01 10:54,M,1,8,High,1
Male,26,25 - 45,African-American,9,0,-1,2013-08-25 7:42,2013-08-26 7:55,F,0,9,High,0
Male,22,Less than 25,African-American,4,0,-1,2013-05-21 4:56,2013-05-22 7:40,F,0,4,Low,0
Male,29,25 - 45,African-American,3,0,0,2013-12-22 3:48,2013-12-22 8:17,F,0,3,Low,0
Male,33,25 - 45,Other,1,2,0,2013-05-21 12:35,2013-05-22 2:58,F,1,1,Low,1
Male,52,Greater than 45,Caucasian,1,1,-1,2013-01-11 10:25,2013-01-12 1:20,F,0,1,Low,0
Male,37,25 - 45,Hispanic,1,0,-1,2014-09-15 9:22,2014-09-16 9:04,M,1,1,Low,1
Male,21,Less than 25,African-American,7,0,-1,2013-10-28 10:17,2013-10-29 2:28,F,1,7,Medium,0
Male,21,Less than 25,Caucasian,8,1,0,2013-12-28 2:53,2013-12-28 1:30,F,0,8,High,0
Female,20,Less than 25,Caucasian,8,0,0,2014-12-16 2:14,2014-12-18 9:54,F,1,8,High,1
Male,43,25 - 45,Hispanic,1,1,-1,2014-11-02 9:58,2014-11-03 8:59,M,1,1,Low,1
Male,30,25 - 45,Caucasian,1,1,-1,2014-02-24 6:45,2014-02-25 10:30,F,1,1,Low,1
Female,33,25 - 45,African-American,4,3,0,2013-02-09 12:46,2013-02-14 9:32,M,1,4,Low,1
Male,24,Less than 25,African-American,7,3,0,2013-09-22 5:19,2013-12-24 10:49,F,0,7,Medium,0
Female,52,Greater than 45,Hispanic,1,0,-1,2013-01-31 11:06,2013-02-01 9:42,M,1,1,Low,1
Female,30,25 - 45,African-American,7,11,0,2013-12-01 6:16,2013-12-07 7:29,F,1,7,Medium,1
Female,30,25 - 45,Caucasian,2,0,-1,2013-05-14 9:22,2013-05-15 1:21,M,0,2,Low,0
Male,47,Greater than 45,African-American,2,13,0,2014-11-02 1:23,2014-11-02 9:19,F,1,2,Low,1
Male,41,25 - 45,African-American,9,9,-1,2013-02-13 5:10,2013-02-15 5:30,M,0,9,High,0
Male,21,Less than 25,Hispanic,10,4,-1,2013-09-27 7:57,2013-09-28 1:40,F,1,10,High,1
Male,53,Greater than 45,Hispanic,1,1,,,,F,0,1,Low,0
Male,48,Greater than 45,Caucasian,2,6,-26,2013-11-07 12:05,2013-11-13 9:53,F,0,2,Low,0
Male,52,Greater than 45,African-American,9,2,-1,2014-04-10 4:35,2014-05-13 7:57,F,1,9,High,1
Female,34,25 - 45,African-American,1,1,-1,2013-02-17 7:32,2013-02-18 8:01,M,0,1,Low,0
Male,35,25 - 45,Caucasian,3,0,-1,2014-06-09 7:07,2014-06-10 9:49,F,1,3,Low,1
Male,25,25 - 45,Other,4,1,-1,2014-09-13 10:33,2014-09-15 3:24,F,1,4,Low,1
Male,39,25 - 45,Other,4,1,,,,F,0,4,Low,0
Male,24,Less than 25,African-American,2,1,-1,2014-08-05 8:19,2014-08-06 2:25,F,1,2,Low,1
Female,48,Greater than 45,Caucasian,8,17,,,,F,0,8,High,0
Male,31,25 - 45,Hispanic,7,1,583,2014-11-19 10:24,2014-11-25 8:38,F,0,7,Medium,0
Male,26,25 - 45,Hispanic,2,0,,,,M,1,2,Low,0
Male,43,25 - 45,African-American,8,3,93,2015-01-21 6:40,2015-02-11 8:32,F,1,8,High,1
Male,25,25 - 45,African-American,2,1,0,2013-12-18 2:16,2013-12-18 8:23,M,0,2,Low,0
Male,34,25 - 45,African-American,9,20,-1,2014-10-30 8:24,2014-11-26 3:56,F,1,9,High,1
Male,25,25 - 45,African-American,4,2,-1,2013-02-24 4:07,2013-02-25 2:08,F,1,4,Low,1
Male,24,Less than 25,Hispanic,6,4,-1,2013-03-22 9:58,2013-03-23 7:46,F,1,6,Medium,1
Male,56,Greater than 45,Caucasian,1,6,-1,2013-05-07 9:00,2013-05-08 6:44,F,0,1,Low,0
Male,23,Less than 25,African-American,4,0,0,2013-04-03 2:54,2013-04-03 9:43,F,0,4,Low,0
Male,21,Less than 25,Caucasian,4,0,-1,2014-01-08 10:11,2014-01-09 12:48,M,0,4,Low,0
Male,66,Greater than 45,Caucasian,1,0,-1,2013-08-18 8:34,2013-08-20 7:37,M,0,1,Low,0
Male,28,25 - 45,African-American,7,7,-1,2013-03-20 6:48,2013-03-21 1:37,M,0,7,Medium,0
Male,29,25 - 45,Caucasian,1,0,0,2013-12-24 4:19,2013-12-24 1:22,M,0,1,Low,0
Male,22,Less than 25,Caucasian,7,3,0,2014-01-15 2:46,2014-01-17 10:00,F,1,7,Medium,1
Male,39,25 - 45,Caucasian,1,0,-1,2014-01-05 5:46,2014-01-06 8:24,F,0,1,Low,0
Male,33,25 - 45,African-American,8,9,-1,2014-04-18 7:56,2014-04-19 8:57,M,1,8,High,1
Male,29,25 - 45,Caucasian,1,2,-1,2013-08-20 12:16,2013-08-21 7:52,F,1,1,Low,1
Male,31,25 - 45,Caucasian,2,1,-1,2013-03-27 2:03,2013-03-28 7:56,F,0,2,Low,0
Male,22,Less than 25,African-American,8,0,-1,2013-02-16 11:06,2013-04-11 8:20,M,0,8,High,0
Female,22,Less than 25,Caucasian,5,0,-1,2013-10-24 3:53,2013-10-25 2:25,M,0,5,Medium,0
Male,35,25 - 45,Caucasian,4,3,0,2013-09-25 1:21,2013-09-26 4:17,F,0,4,Low,0
Male,29,25 - 45,Caucasian,4,3,-1,2014-02-07 4:26,2014-02-08 9:08,F,1,4,Low,1
Female,37,25 - 45,African-American,5,0,,,,F,0,5,Medium,0
Female,30,25 - 45,African-American,2,0,,,,F,0,2,Low,0
Male,56,Greater than 45,Caucasian,1,1,-1,2013-01-17 10:28,2013-01-18 8:29,F,1,1,Low,0
Female,34,25 - 45,African-American,1,0,-1,2014-01-25 9:03,2014-01-26 6:20,F,0,1,Low,0
Male,23,Less than 25,African-American,4,1,-1,2014-02-13 8:55,2014-02-17 1:33,F,1,4,Low,1
Male,27,25 - 45,African-American,5,1,0,2014-11-16 12:33,2014-11-17 8:08,F,1,5,Medium,1
Male,43,25 - 45,Caucasian,1,2,-1,2013-09-13 9:19,2013-09-14 7:13,F,0,1,Low,0
Male,38,25 - 45,Caucasian,1,0,-1,2013-01-07 10:25,2013-01-08 9:34,F,0,1,Low,0
Male,39,25 - 45,Caucasian,3,3,-1,2013-03-10 7:57,2013-03-11 3:27,F,0,3,Low,0
Male,24,Less than 25,African-American,3,1,-1,2014-09-13 10:26,2014-09-14 1:26,F,1,3,Low,1
Male,26,25 - 45,African-American,3,2,0,2013-04-29 12:50,2013-04-29 9:25,M,0,3,Low,0
Female,55,Greater than 45,Caucasian,1,0,-1,2014-01-23 9:15,2014-01-25 2:22,M,0,1,Low,0
Male,35,25 - 45,African-American,6,1,-1,2013-09-13 8:50,2013-09-14 7:04,F,1,6,Medium,1
Male,61,Greater than 45,African-American,7,25,-1,2013-03-25 1:22,2013-03-26 7:28,F,0,7,Medium,0
Male,33,25 - 45,Other,1,0,-1,2013-03-11 12:27,2013-03-22 9:48,M,0,1,Low,0
Male,40,25 - 45,Caucasian,7,4,0,2013-09-27 1:04,2013-09-28 4:31,F,0,7,Medium,0
Male,33,25 - 45,African-American,2,3,0,2013-04-11 1:37,2013-04-11 7:46,F,0,2,Low,0
Male,26,25 - 45,Caucasian,6,0,-1,2014-11-06 6:10,2014-11-07 8:40,F,1,6,Medium,1
Male,32,25 - 45,Caucasian,9,15,0,2014-02-03 12:37,2014-05-05 11:08,F,1,9,High,1
Male,28,25 - 45,African-American,2,0,-1,2014-02-10 4:55,2014-02-11 1:42,F,0,2,Low,0
Male,45,Greater than 45,Caucasian,1,0,-1,2013-01-04 5:56,2013-01-05 7:57,M,0,1,Low,0
Male,30,25 - 45,Caucasian,9,0,-1,2014-12-08 8:31,2015-01-14 10:55,F,1,9,High,1
Female,57,Greater than 45,Caucasian,2,4,-1,2013-03-14 11:21,2013-11-27 6:50,F,0,2,Low,0
Male,26,25 - 45,African-American,7,3,-1,2013-09-28 6:05,2013-11-14 8:19,F,1,7,Medium,1
Male,35,25 - 45,African-American,8,1,-1,2013-09-05 12:59,2013-09-06 1:34,F,0,8,High,0
Male,54,Greater than 45,Hispanic,1,0,0,2013-04-07 3:17,2013-04-09 7:14,F,0,1,Low,0
Female,29,25 - 45,African-American,5,0,-1,2014-02-25 10:19,2014-02-28 9:41,F,0,5,Medium,0
Female,40,25 - 45,Caucasian,2,0,-1,2013-12-18 7:23,2013-12-19 9:39,M,0,2,Low,0
Male,28,25 - 45,Caucasian,2,1,-1,2013-01-15 1:11,2013-01-16 6:39,F,1,2,Low,1
Female,25,25 - 45,African-American,2,0,-1,2013-05-10 9:11,2013-05-11 7:06,M,0,2,Low,0
Male,44,25 - 45,African-American,6,3,-1,2013-05-15 9:10,2013-05-18 5:34,M,0,6,Medium,0
Male,48,Greater than 45,Caucasian,1,1,-31,2013-04-01 3:29,2013-04-01 8:56,M,0,1,Low,0
Female,59,Greater than 45,Caucasian,1,1,-302,2013-05-02 4:55,2013-07-01 11:42,F,0,1,Low,0
Male,23,Less than 25,Caucasian,4,4,-1,2013-05-05 9:33,2013-05-06 8:00,F,1,4,Low,1
Male,29,25 - 45,African-American,2,0,-1,2013-10-18 10:11,2013-12-30 6:13,F,0,2,Low,0
Male,56,Greater than 45,Caucasian,1,0,-4,2013-08-15 4:33,2013-08-15 9:09,M,0,1,Low,0
Female,27,25 - 45,African-American,3,0,-1,2014-01-23 8:08,2014-01-24 10:07,M,0,3,Low,0
Female,29,25 - 45,Caucasian,7,0,-1,2013-03-03 9:50,2013-03-04 8:09,M,0,7,Medium,0
Female,34,25 - 45,Caucasian,4,4,-1,2013-11-11 7:15,2013-11-12 1:43,M,0,4,Low,0
Female,22,Less than 25,African-American,7,0,0,2013-01-15 12:42,2013-01-15 2:11,F,0,7,Medium,0
Male,40,25 - 45,Caucasian,1,5,7,2013-08-21 12:30,2013-08-22 3:44,F,1,1,Low,1
Male,31,25 - 45,Caucasian,1,0,-1,2014-03-21 11:14,2014-03-24 4:48,F,0,1,Low,0
Male,47,Greater than 45,African-American,2,3,-1,2014-01-04 11:28,2014-01-06 11:05,F,0,2,Low,0
Male,24,Less than 25,African-American,7,8,-1,2013-08-18 7:10,2013-10-07 1:43,F,1,7,Medium,1
Female,20,Less than 25,Caucasian,4,1,-49,2013-08-05 12:08,2013-09-11 7:01,F,0,4,Low,0
Male,39,25 - 45,African-American,9,4,-1,2013-08-09 7:48,2013-12-06 4:19,F,0,9,High,0
Male,29,25 - 45,African-American,6,10,0,2013-08-18 12:03,2013-08-19 7:36,F,1,6,Medium,1
Male,30,25 - 45,Hispanic,2,2,-1,2013-09-05 7:52,2013-09-11 8:03,F,0,2,Low,0
Female,26,25 - 45,African-American,9,4,-1,2014-10-24 11:09,2014-10-25 6:29,F,1,9,High,1
Male,61,Greater than 45,African-American,8,2,0,2013-10-11 12:18,2013-10-12 5:32,M,0,8,High,0
Male,37,25 - 45,Hispanic,4,3,0,2013-10-18 2:04,2013-10-18 7:46,M,0,4,Low,0
Male,38,25 - 45,Other,1,1,-1,2014-05-16 5:12,2014-05-17 9:27,F,1,1,Low,1
Male,24,Less than 25,Caucasian,5,2,176,2013-07-26 4:32,2013-09-13 8:44,F,1,5,Medium,1
Male,30,25 - 45,African-American,9,0,-1,2013-02-06 1:02,2013-02-07 7:22,M,0,9,High,0
Male,20,Less than 25,African-American,5,0,-1,2014-05-06 7:09,2014-05-07 6:15,M,1,5,Medium,1
Male,56,Greater than 45,African-American,9,22,-1,2013-04-01 11:17,2013-06-11 11:34,F,1,9,High,1
Female,50,Greater than 45,Caucasian,3,3,0,2013-10-02 5:17,2013-10-02 8:17,F,1,3,Low,1
Male,47,Greater than 45,Other,1,0,-1,2013-12-10 3:24,2013-12-12 3:36,F,0,1,Low,0
Male,56,Greater than 45,Caucasian,1,5,-238,2013-07-31 4:46,2014-03-26 10:20,F,0,1,Low,0
Female,58,Greater than 45,Hispanic,5,1,-345,2013-04-01 7:04,2013-04-02 6:38,F,0,5,Medium,0
Male,30,25 - 45,African-American,6,10,18,2013-06-03 4:48,2013-06-04 3:33,F,1,6,Medium,1
Male,28,25 - 45,African-American,6,12,-69,2013-06-28 6:03,2013-07-04 5:28,M,1,6,Medium,1
Male,59,Greater than 45,African-American,1,1,-1,2013-03-27 9:14,2013-05-29 6:13,M,0,1,Low,0
Male,20,Less than 25,African-American,10,1,-1,2014-02-22 11:34,2014-08-28 12:48,F,1,10,High,1
Male,23,Less than 25,Caucasian,9,4,-1,2013-09-22 1:06,2013-09-24 4:25,M,1,9,High,1
Female,28,25 - 45,Caucasian,6,2,-3,2014-09-30 6:37,2014-09-30 8:33,F,1,6,Medium,1
Male,50,Greater than 45,Hispanic,9,3,-1,2013-01-19 7:35,2013-02-22 6:46,F,1,9,High,1
Male,35,25 - 45,Caucasian,5,3,0,2014-03-09 12:45,2014-03-10 9:22,M,1,5,Medium,1
Male,22,Less than 25,African-American,9,1,0,2013-04-06 2:15,2013-04-11 7:51,F,1,9,High,1
Female,41,25 - 45,Hispanic,1,0,-1,2014-01-30 6:22,2014-01-31 10:00,F,0,1,Low,0
Male,22,Less than 25,African-American,7,0,-1,2013-09-10 8:06,2013-09-12 8:19,F,0,7,Medium,0
Male,46,Greater than 45,African-American,6,3,-33,2013-06-30 1:42,2013-07-29 11:14,M,1,6,Medium,1
Male,61,Greater than 45,African-American,2,8,-22,2013-06-04 7:23,2013-06-05 1:21,F,1,2,Low,1
Male,26,25 - 45,African-American,4,5,-1,2013-12-06 2:33,2013-12-07 1:40,F,0,4,Low,0
Male,44,25 - 45,Caucasian,5,1,0,2014-02-07 5:14,2014-02-09 1:53,F,0,5,Medium,0
Female,34,25 - 45,African-American,1,0,-1,2014-02-28 7:07,2014-03-01 9:05,M,1,1,Low,1
Male,29,25 - 45,Caucasian,2,1,3,2013-01-04 4:53,2013-01-05 4:30,F,1,2,Low,1
Male,20,Less than 25,Hispanic,10,1,34,2014-03-13 8:09,2014-03-14 3:46,F,1,10,High,1
Male,29,25 - 45,African-American,9,8,-1,2013-02-08 7:03,2013-02-13 9:34,M,0,9,High,0
Male,48,Greater than 45,African-American,4,5,-1,2013-09-11 10:49,2013-09-12 8:29,F,1,4,Low,1
Female,31,25 - 45,African-American,6,0,-5,2013-10-27 6:08,2013-10-31 9:28,M,0,6,Medium,0
Male,21,Less than 25,Caucasian,6,2,-10,2014-01-24 10:45,2014-01-25 2:10,F,0,6,Medium,0
Male,34,25 - 45,Caucasian,5,4,-1,2013-03-31 7:55,2013-04-01 3:57,F,0,5,Medium,0
Male,54,Greater than 45,African-American,6,21,-1,2013-03-27 9:35,2013-03-28 8:15,F,0,6,Medium,0
Male,20,Less than 25,Caucasian,10,4,-1,2013-08-06 10:51,2013-08-07 8:37,F,0,10,High,0
Male,31,25 - 45,Caucasian,3,1,-1,2014-07-03 10:01,2014-08-08 10:32,F,1,3,Low,1
Male,22,Less than 25,Caucasian,4,0,0,2013-10-14 4:47,2013-10-15 4:13,M,0,4,Low,0
Male,36,25 - 45,African-American,4,6,-1,2014-03-22 9:43,2014-03-23 8:40,M,0,4,Low,0
Male,34,25 - 45,African-American,7,9,-1,2014-06-04 9:44,2014-06-05 7:57,F,1,7,Medium,1
Male,36,25 - 45,Caucasian,1,3,,,,M,0,1,Low,0
Male,32,25 - 45,African-American,8,3,,,,F,1,8,High,1
Male,50,Greater than 45,African-American,8,15,-1,2013-12-02 7:48,2013-12-03 8:28,M,0,8,High,0
Male,47,Greater than 45,Native American,10,22,0,2014-05-12 2:28,2014-05-15 3:47,F,1,10,High,1
Female,49,Greater than 45,Other,1,0,-1,2013-05-09 9:53,2013-05-10 10:01,M,0,1,Low,0
Female,25,25 - 45,African-American,9,7,-102,2013-12-01 6:20,2014-03-06 10:15,F,1,9,High,1
Male,31,25 - 45,African-American,4,1,-1,2014-01-04 7:13,2014-01-05 8:45,M,0,4,Low,0
Male,49,Greater than 45,African-American,3,10,-1,2013-04-23 12:27,2013-05-03 8:40,F,1,3,Low,1
Male,21,Less than 25,African-American,9,2,-1,2013-08-27 5:04,2013-10-02 9:14,F,0,9,High,0
Female,26,25 - 45,African-American,7,5,-1,2014-03-19 4:37,2014-03-20 10:04,F,1,7,Medium,1
Male,29,25 - 45,Other,2,0,-1,2013-11-11 2:32,2013-11-12 8:34,F,0,2,Low,0
Male,61,Greater than 45,Hispanic,1,0,-1,2013-01-05 11:02,2013-01-06 1:15,F,0,1,Low,0
Female,25,25 - 45,Caucasian,9,2,16,2014-01-31 12:17,2014-02-01 9:34,F,1,9,High,1
Female,26,25 - 45,Other,2,1,-31,2013-12-13 11:08,2013-12-14 1:47,F,0,2,Low,0
Male,38,25 - 45,Caucasian,4,5,-1,2013-12-12 6:13,2013-12-13 8:38,F,0,4,Low,0
Male,35,25 - 45,Caucasian,1,2,-1,2013-12-08 6:16,2013-12-09 1:38,M,0,1,Low,0
Male,50,Greater than 45,African-American,5,10,-48,2013-08-02 12:44,2013-09-19 12:07,F,0,5,Medium,0
Male,55,Greater than 45,Other,1,8,-1,2013-02-20 8:27,2013-02-26 11:12,F,1,1,Low,1
Male,32,25 - 45,African-American,4,4,0,2014-10-21 12:04,2014-12-05 11:33,F,1,4,Low,1
Male,29,25 - 45,Caucasian,2,1,-18,2014-01-10 9:37,2014-01-13 7:58,F,0,2,Low,0
Male,46,Greater than 45,Caucasian,1,0,0,2014-01-21 4:33,2014-01-21 8:51,F,0,1,Low,0
Male,53,Greater than 45,Caucasian,5,1,-1,2013-01-21 11:09,2013-01-22 8:54,M,1,5,Medium,0
Female,27,25 - 45,Caucasian,5,1,-1,2014-09-28 11:52,2014-10-24 1:15,F,1,5,Medium,1
Male,29,25 - 45,Caucasian,8,4,-2,2013-01-23 9:48,2013-01-24 2:08,F,0,8,High,0
Male,26,25 - 45,Other,1,0,-1,2013-10-19 2:44,2013-10-21 8:05,F,1,1,Low,1
Male,23,Less than 25,African-American,2,3,-1,2013-03-06 9:22,2013-03-07 6:14,M,1,2,Low,1
Male,43,25 - 45,Hispanic,3,3,21,2013-10-14 3:09,2013-10-16 9:20,M,1,3,Low,1
Male,24,Less than 25,Caucasian,2,1,-1,2013-10-17 7:15,2013-10-18 8:16,M,1,2,Low,0
Male,33,25 - 45,African-American,10,18,0,2014-02-18 3:39,2014-02-19 7:33,F,1,10,High,1
Male,32,25 - 45,African-American,6,1,-1,2014-12-01 11:57,2014-12-23 9:13,M,1,6,Medium,1
Female,38,25 - 45,African-American,10,7,0,2013-01-19 3:02,2013-02-27 8:02,F,1,10,High,1
Male,40,25 - 45,African-American,7,20,-1,2013-08-26 5:08,2013-08-27 6:56,F,0,7,Medium,0
Female,55,Greater than 45,Other,1,5,,,,F,1,1,Low,1
Female,36,25 - 45,African-American,1,1,-1,2013-03-03 9:45,2013-03-04 1:14,M,0,1,Low,0
Male,34,25 - 45,African-American,9,16,-1,2014-02-28 9:40,2014-03-01 9:49,F,1,9,High,1
Male,41,25 - 45,Caucasian,2,1,-1,2013-05-05 2:01,2013-05-07 4:47,M,1,2,Low,1
Male,57,Greater than 45,Caucasian,1,7,-1,2013-01-27 7:37,2013-06-28 5:35,F,1,1,Low,0
Male,26,25 - 45,African-American,5,1,-1,2013-10-09 7:03,2013-10-10 10:04,F,1,5,Medium,0
Male,39,25 - 45,Caucasian,6,2,-88,2014-01-24 6:15,2014-02-24 10:51,F,1,6,Medium,1
Male,45,Greater than 45,African-American,3,0,0,2014-10-08 4:47,2014-10-09 4:05,F,1,3,Low,1
Male,26,25 - 45,African-American,3,2,-7,2013-05-03 4:10,2013-05-10 12:24,F,0,3,Low,0
Female,48,Greater than 45,Caucasian,1,0,-1,2014-01-29 6:04,2014-01-30 10:34,F,0,1,Low,0
Male,52,Greater than 45,Caucasian,2,7,-1,2013-04-19 11:43,2013-04-20 8:15,M,0,2,Low,0
Male,22,Less than 25,Hispanic,3,2,-1,2013-01-07 9:12,2013-02-08 1:06,F,1,3,Low,1
Female,43,25 - 45,African-American,1,0,-1,2013-04-30 3:49,2013-05-01 10:14,M,0,1,Low,0
Male,35,25 - 45,African-American,1,2,,,,F,0,1,Low,0
Male,24,Less than 25,Caucasian,5,3,0,2013-08-01 6:42,2013-09-06 3:32,F,0,5,Medium,0
Male,27,25 - 45,African-American,7,11,-1,2014-10-04 2:29,2014-10-09 5:25,F,1,7,Medium,1
Male,23,Less than 25,Hispanic,9,2,-1,2014-02-05 10:23,2014-02-28 1:40,F,0,9,High,0
Male,56,Greater than 45,African-American,7,28,-69,2013-03-22 3:23,2013-05-21 11:03,F,0,7,Medium,0
Male,28,25 - 45,African-American,6,2,-1,2013-03-25 6:38,2013-03-26 1:04,F,1,6,Medium,1
Male,21,Less than 25,African-American,5,0,0,2014-02-03 4:26,2014-02-03 8:48,F,0,5,Medium,0
Male,33,25 - 45,African-American,9,5,-1,2014-04-15 1:07,2014-04-16 8:49,M,1,9,High,1
Male,25,25 - 45,African-American,8,1,-1,2013-03-22 6:17,2013-03-23 10:32,F,1,8,High,1
Male,36,25 - 45,African-American,8,17,-1,2014-10-22 4:30,2014-11-06 5:02,F,1,8,High,1
Female,25,25 - 45,Caucasian,5,0,0,2013-10-28 4:36,2013-10-29 2:20,F,0,5,Medium,0
Male,31,25 - 45,Other,6,3,,,,F,1,6,Medium,0
Male,46,Greater than 45,Caucasian,5,0,-1,2013-01-17 12:41,2013-01-18 1:52,M,0,5,Medium,0
Female,24,Less than 25,African-American,7,0,0,2013-04-20 4:53,2013-04-22 5:17,F,0,7,Medium,0
Male,28,25 - 45,African-American,7,4,0,2013-01-29 12:47,2013-02-04 5:02,F,1,7,Medium,1
Male,28,25 - 45,African-American,7,12,-2,2014-01-04 1:05,2014-01-05 2:30,M,1,7,Medium,1
Male,23,Less than 25,African-American,3,0,0,2014-07-20 5:21,2014-07-21 8:03,M,1,3,Low,1
Male,24,Less than 25,Other,3,0,0,2013-01-14 3:09,2013-01-14 6:34,M,0,3,Low,0
Male,40,25 - 45,Hispanic,3,0,0,2013-02-01 2:35,2013-02-01 1:46,M,0,3,Low,0
Male,36,25 - 45,Hispanic,2,1,0,2014-02-10 3:17,2014-02-10 8:03,M,0,2,Low,0
Male,50,Greater than 45,Caucasian,6,1,-1,2013-02-03 5:31,2013-03-15 9:45,M,1,6,Medium,1
Male,33,25 - 45,Hispanic,1,1,,,,M,0,1,Low,0
Male,24,Less than 25,Caucasian,2,0,0,2013-05-07 3:24,2013-05-08 3:17,M,0,2,Low,0
Female,55,Greater than 45,African-American,1,2,-1,2013-05-26 9:39,2013-05-27 12:50,F,0,1,Low,0
Male,22,Less than 25,African-American,7,0,-1,2013-09-20 8:56,2013-09-23 8:17,F,1,7,Medium,1
Male,38,25 - 45,African-American,7,14,-1,2013-08-06 4:46,2013-10-01 8:40,F,0,7,Medium,0
Male,31,25 - 45,African-American,1,1,-1,2013-09-03 7:13,2013-09-04 12:44,F,0,1,Low,0
Female,30,25 - 45,African-American,2,3,-1,2014-01-11 6:56,2014-01-12 2:17,F,0,2,Low,0
Male,52,Greater than 45,Caucasian,1,1,714,2015-02-26 3:25,2015-04-07 6:16,F,0,1,Low,0
Male,37,25 - 45,African-American,8,16,-1,2014-06-17 1:17,2014-06-19 3:41,F,1,8,High,1
Female,41,25 - 45,Caucasian,2,1,0,2013-01-14 2:19,2013-02-12 5:24,M,0,2,Low,0
Male,20,Less than 25,African-American,5,0,-1,2014-01-30 1:49,2014-01-31 1:46,F,1,5,Medium,1
Male,21,Less than 25,Caucasian,4,0,0,2013-05-14 4:05,2013-05-15 3:52,M,1,4,Low,1
Male,22,Less than 25,Caucasian,5,1,0,2013-12-05 12:27,2013-12-14 11:44,M,0,5,Medium,0
Male,38,25 - 45,African-American,6,7,-1,2013-03-27 11:16,2013-10-11 6:18,M,0,6,Medium,0
Male,31,25 - 45,African-American,5,0,-1,2013-08-29 3:49,2013-09-06 4:06,F,0,5,Medium,0
Male,28,25 - 45,Caucasian,7,0,0,2013-08-16 12:31,2013-10-09 3:10,F,0,7,Medium,0
Male,21,Less than 25,Hispanic,7,2,-1,2014-10-12 11:11,2014-10-15 1:25,F,1,7,Medium,1
Male,39,25 - 45,African-American,8,1,-1,2013-03-29 11:09,2013-03-30 10:17,F,0,8,High,0
Male,34,25 - 45,African-American,7,22,-1,2013-03-11 8:02,2013-03-12 10:19,F,1,7,Medium,1
Male,32,25 - 45,Caucasian,2,2,293,2013-11-05 12:58,2014-01-14 10:00,F,0,2,Low,0
Male,45,Greater than 45,Hispanic,1,0,0,2014-03-31 1:28,2014-04-01 4:42,M,0,1,Low,0
Male,36,25 - 45,African-American,5,7,-32,2013-02-04 12:18,2013-02-12 9:47,M,0,5,Medium,0
Male,24,Less than 25,African-American,9,0,-1,2013-03-27 7:55,2013-04-11 12:11,M,1,9,High,1
Male,27,25 - 45,African-American,7,9,-1,2014-09-18 8:58,2014-09-19 1:56,F,1,7,Medium,1
Male,30,25 - 45,Hispanic,1,0,0,2014-03-06 2:54,2014-03-06 8:15,F,0,1,Low,0
Male,61,Greater than 45,African-American,6,8,-35,2013-02-05 3:29,2013-03-12 1:00,M,0,6,Medium,0
Male,43,25 - 45,African-American,1,2,0,2013-04-04 9:42,2013-04-05 6:24,F,0,1,Low,0
Male,26,25 - 45,African-American,4,1,-1,2013-10-11 9:46,2013-10-12 7:56,F,0,4,Low,0
Male,32,25 - 45,African-American,2,7,-1,2013-02-10 9:25,2013-02-15 10:47,F,1,2,Low,0
Female,57,Greater than 45,Caucasian,1,2,-1,2013-11-25 7:35,2013-11-26 2:01,F,0,1,Low,0
Female,40,25 - 45,Caucasian,1,0,0,2013-03-01 5:42,2013-03-01 7:38,M,0,1,Low,0
Male,33,25 - 45,Caucasian,6,6,-1,2014-08-21 6:34,2015-01-20 12:41,F,1,6,Medium,1
Male,30,25 - 45,African-American,5,2,-1,2013-08-05 8:20,2013-08-06 8:43,F,1,5,Medium,1
Male,29,25 - 45,Caucasian,10,1,-1,2013-03-18 1:24,2013-03-29 6:02,M,0,10,High,0
Female,21,Less than 25,Caucasian,8,1,132,2014-01-28 12:54,2014-01-28 8:41,F,1,8,High,0
Male,36,25 - 45,African-American,2,2,-4,2013-02-25 2:38,2013-02-25 8:51,M,0,2,Low,0
Male,59,Greater than 45,African-American,4,17,-189,2013-05-31 10:37,2013-11-26 2:03,F,0,4,Low,0
Male,35,25 - 45,African-American,8,6,0,2013-03-29 10:59,2013-03-30 8:37,F,1,8,High,1
Male,49,Greater than 45,Hispanic,2,0,-1,2013-05-21 7:55,2013-05-22 8:28,M,0,2,Low,0
Male,26,25 - 45,Hispanic,9,5,0,2013-02-11 12:54,2013-02-11 10:02,F,1,9,High,1
Male,21,Less than 25,African-American,5,2,-1,2014-08-21 8:49,2014-08-29 11:56,F,1,5,Medium,1
Male,49,Greater than 45,African-American,6,29,-1,2014-01-24 7:02,2014-01-25 2:23,F,1,6,Medium,1
Male,23,Less than 25,Hispanic,10,1,87,2013-09-23 3:34,2014-03-19 10:17,F,0,10,High,0
Female,37,25 - 45,African-American,8,23,0,2014-02-10 12:40,2014-02-10 1:59,M,1,8,High,1
